"Location_Y_Step250","Location_X_Step250","Location","Hour","average_ParticipantsAtLocation","average_UpdateCount_AtHome","average_UpdateCount_AtRecreation","average_UpdateCount_AtRestaurant","average_UpdateCount_Transport","average_TotalUpdates"
"3750","1250","1250,3750","20","7.818181818181818","0","0","0","9.818181818181818","9.818181818181818"
"5750","-2750","-2750,5750","23","26.272727272727277","0","0","0","26.454545454545457","26.454545454545457"
"3500","750","750,3500","06","2.25","0","0","0","2.25","2.25"
"4000","1250","1250,4000","23","15.818181818181817","0","0","0","18.09090909090909","18.09090909090909"
"4500","-4500","-4500,4500","02","1","12","0","0","0","12"
"4500","1750","1750,4500","20","9.454545454545455","10.272727272727273","0","0","8.90909090909091","19.18181818181818"
"6500","-4000","-4000,6500","02","6.250000000000001","68.41666666666667","0","0","0.41666666666666663","68.83333333333333"
"1000","250","250,1000","06","1.9166666666666665","1.0833333333333333","0","0","1.833333333333333","2.916666666666667"
"5250","-1750","-1750,5250","06","1","0","0","0","1","1"
"6250","-1500","-1500,6250","02","1","12","0","0","0","12"
"5250","-4250","-4250,5250","02","6","72","0","0","0","72"
"4750","1250","1250,4750","20","5.363636363636363","45.45454545454546","0","0","1.6363636363636362","47.090909090909086"
"3250","1750","1750,3250","20","2.5","11.3","0","0","1.7","13"
"500","1250","1250,500","20","1.6363636363636365","10","0","0","1.3636363636363638","11.363636363636363"
"3500","1250","1250,3500","20","12","52.09090909090909","0","0","8.90909090909091","60.99999999999999"
"5500","-500","-500,5500","06","3.8","0","0","0","3.8","3.8"
"4250","0","0,4250","06","1","0","0","0","1","1"
"6000","-3500","-3500,6000","02","3.166666666666667","37.833333333333336","0","0","0","37.833333333333336"
"5750","-500","-500,5750","02","7","84","0","0","0","84"
"3750","-2000","-2000,3750","02","2.25","27","0","0","0","27"
"5500","-4250","-4250,5500","02","4.333333333333333","52","0","0","0","52"
"5750","-4000","-4000,5750","02","5","60","0","0","0","60"
"6500","-4250","-4250,6500","02","1.4166666666666665","17.000000000000004","0","0","0","17.000000000000004"
"6500","-2750","-2750,6500","02","3","35.583333333333336","0","0","0","35.583333333333336"
"4750","0","0,4750","02","1","12","0","0","0","12"
"3750","1000","1000,3750","23","8.181818181818182","0","0","0","9.272727272727272","9.272727272727272"
"4250","250","250,4250","23","20.545454545454547","5.727272727272727","0","0","21","26.727272727272723"
"5500","2500","2500,5500","23","1","11.727272727272727","0","0","0","11.727272727272727"
"500","1250","1250,500","23","1.7272727272727273","18.90909090909091","0","0","0.18181818181818185","19.09090909090909"
"4000","-750","-750,4000","06","2.3636363636363638","0","0","0","2.3636363636363638","2.3636363636363638"
"1250","-1250","-1250,1250","06","1.5833333333333333","0","0","0","1.75","1.75"
"7250","-4000","-4000,7250","02","4.416666666666666","53","0","0","0","53"
"4000","-500","-500,4000","02","1.0833333333333333","12","0","0","0.08333333333333333","12.083333333333334"
"1750","-750","-750,1750","20","4.199999999999999","42.9","0","0","0.3","43.2"
"5000","1500","1500,5000","20","2.5454545454545454","29.545454545454547","0","0","0.09090909090909091","29.636363636363637"
"4000","500","500,4000","20","11.636363636363637","0","0","0","11.636363636363637","11.636363636363637"
"3250","1500","1500,3250","20","8.181818181818182","41.99999999999999","0","0","6.909090909090909","48.909090909090914"
"1250","250","250,1250","20","6.090909090909091","17.909090909090907","0","0","4.8181818181818175","22.727272727272727"
"1250","500","500,1250","20","4.818181818181818","0","0","5","4.7272727272727275","9.727272727272728"
"1500","500","500,1500","20","7.272727272727273","47.45454545454546","0","2.6363636363636362","3.5454545454545454","53.63636363636364"
"3000","750","750,3000","20","23.727272727272727","0.27272727272727276","0","0","24.181818181818183","24.454545454545453"
"3500","1250","1250,3500","23","11.09090909090909","57.27272727272727","0","0","6.636363636363636","63.90909090909091"
"4250","2000","2000,4250","20","1.125","5","0","0","0.625","5.625"
"3250","500","500,3250","20","1","8.333333333333332","0","0","0.33333333333333337","8.666666666666666"
"7250","-3750","-3750,7250","02","8.5","96","0","0","0.5","96.5"
"2500","-1250","-1250,2500","20","7.363636363636363","63.54545454545455","0","0","1.9090909090909087","65.45454545454545"
"4500","-250","-250,4500","02","1","12","0","0","0","12"
"5250","2500","2500,5250","23","1","12","0","0","0","12"
"500","0","0,500","02","2","24","0","0","0","24"
"4000","-2000","-2000,4000","06","1","0","0","0","1","1"
"1750","-750","-750,1750","23","3.9090909090909087","44.27272727272727","0","0","0.09090909090909093","44.36363636363637"
"5750","-3250","-3250,5750","06","1.8","6.9","0","0","1.5","8.4"
"3750","-1000","-1000,3750","20","37.18181818181818","9.181818181818182","0","0","40.09090909090909","49.27272727272727"
"6250","-3250","-3250,6250","02","2.3333333333333335","17.000000000000004","0","0","0.9166666666666666","17.916666666666668"
"6000","-4000","-4000,6000","20","34.63636363636364","0","247.18181818181816","0","16.636363636363637","263.81818181818187"
"5250","-3500","-3500,5250","06","1.909090909090909","0","0","0","1.909090909090909","1.909090909090909"
"4000","750","750,4000","23","15.90909090909091","0","0","0","16.909090909090907","16.909090909090907"
"4500","750","750,4500","06","1.75","0","0","2.083333333333333","1.5000000000000002","3.583333333333333"
"4750","-2250","-2250,4750","02","2","24","0","0","0","24"
"3500","-1750","-1750,3500","20","4.636363636363636","28.090909090909093","0","0","2.6363636363636367","30.727272727272727"
"4250","1000","1000,4250","06","1","0","0","0","1","1"
"3750","-1750","-1750,3750","20","47.0909090909091","40.63636363636364","145.27272727272728","10","33.72727272727273","229.63636363636363"
"1500","-1750","-1750,1500","06","1.1818181818181819","0","0","0","1.1818181818181819","1.1818181818181819"
"4750","250","250,4750","02","2","24","0","0","0","24"
"5000","0","0,5000","06","1","0","0","0","1","1"
"1000","-1750","-1750,1000","02","1","12","0","0","0","12"
"3750","0","0,3750","02","1.4166666666666665","17.000000000000004","0","0","0","17.000000000000004"
"6000","-1750","-1750,6000","20","6","37.45454545454545","0","0","2.9090909090909087","40.36363636363636"
"2750","-1250","-1250,2750","20","12.272727272727273","35.090909090909086","0","0","14","49.090909090909086"
"7500","-4500","-4500,7500","20","16.363636363636363","111.0909090909091","0","0","9.363636363636363","120.45454545454545"
"5250","-4500","-4500,5250","20","4.2727272727272725","37.545454545454554","0","0","0.2727272727272727","37.81818181818182"
"3750","-2000","-2000,3750","20","34.36363636363636","9.363636363636363","0","0","39.27272727272727","48.63636363636363"
"5000","1500","1500,5000","23","2.909090909090909","33.18181818181818","0","0","0","33.18181818181818"
"4000","250","250,4000","23","2.727272727272727","4.909090909090909","0","0","1.909090909090909","6.818181818181818"
"3250","1500","1500,3250","23","7.909090909090908","53.63636363636363","0","0","3.5454545454545454","57.18181818181819"
"1250","250","250,1250","23","5.363636363636364","23.09090909090909","0","0","3.909090909090909","27.000000000000004"
"1500","500","500,1500","23","6.2727272727272725","49.00000000000001","0","0.27272727272727276","2.545454545454545","51.81818181818181"
"4500","500","500,4500","23","29.181818181818183","32.909090909090914","0","0","28.545454545454547","61.45454545454545"
"4750","-1500","-1500,4750","20","4.454545454545455","37.45454545454546","0","0","1.2727272727272727","38.72727272727273"
"3500","-2000","-2000,3500","20","21.727272727272723","8.090909090909092","0","2.3636363636363633","21.454545454545453","31.909090909090907"
"4750","-750","-750,4750","20","4.909090909090909","5.545454545454546","0","0","4.454545454545454","10"
"6500","-2500","-2500,6500","20","6.999999999999999","68.36363636363636","0","0","1","69.36363636363636"
"1750","750","750,1750","06","1.7499999999999998","0","0","0","1.7499999999999998","1.7499999999999998"
"4500","-1750","-1750,4500","06","1.1","0","0","0","1.1","1.1"
"4250","2500","2500,4250","23","1","3.75","0","0","0.25","4"
"4250","2000","2000,4250","23","1.1666666666666665","6.5","0","0","0.8333333333333334","7.333333333333334"
"6500","-500","-500,6500","02","1.2499999999999998","14.999999999999998","0","0","0","14.999999999999998"
"3250","500","500,3250","23","1","11.818181818181818","0","0","0","11.818181818181818"
"5000","-750","-750,5000","20","27.727272727272727","4.818181818181819","0","0","28.454545454545457","33.27272727272727"
"2500","-1250","-1250,2500","23","9.909090909090908","93.72727272727273","0","0","1.6363636363636362","95.36363636363636"
"3000","-2000","-2000,3000","02","1.3333333333333333","16","0","0","0","16"
"5500","-3500","-3500,5500","06","1","0","0","0","1","1"
"6000","-1750","-1750,6000","23","6.7272727272727275","46.81818181818182","0","0","2.3636363636363638","49.18181818181818"
"4000","-1500","-1500,4000","20","35.909090909090914","0","228.54545454545453","5.545454545454546","19.454545454545457","253.54545454545453"
"5250","-750","-750,5250","02","3.3333333333333335","40","0","0","0","40"
"5000","-500","-500,5000","20","2.6999999999999997","16.799999999999997","0","0","1","17.799999999999997"
"4500","1500","1500,4500","06","1.0833333333333337","0","0","0","1.0833333333333337","1.0833333333333337"
"3500","-1750","-1750,3500","23","5.7272727272727275","35.90909090909091","0","0","2.727272727272727","38.63636363636364"
"6000","-3750","-3750,6000","06","1.4166666666666667","0","0","0","1.4166666666666667","1.4166666666666667"
"4250","1500","1500,4250","06","1","0","0","0","1","1"
"6500","-3000","-3000,6500","02","2","24","0","0","0","24"
"3750","-1250","-1250,3750","20","35.45454545454545","5","0","0","40.72727272727273","45.72727272727273"
"4750","-3500","-3500,4750","02","2","24","0","0","0","24"
"2750","-2000","-2000,2750","23","21.181818181818183","56.18181818181818","0","0","19.454545454545457","75.63636363636363"
"5750","-1000","-1000,5750","07","73.08333333333333","0","0","0","73.25000000000001","73.25000000000001"
"3750","-1750","-1750,3750","23","31.818181818181817","59.18181818181818","70.54545454545455","7","23.27272727272727","159.99999999999997"
"5750","-1250","-1250,5750","02","1.6666666666666665","17.000000000000004","0","0","0.25","17.249999999999996"
"7500","-4250","-4250,7500","20","9.545454545454547","55.36363636363636","0","0","4.7272727272727275","60.090909090909086"
"2750","-1250","-1250,2750","23","9.363636363636363","46.99999999999999","0","0","7.2727272727272725","54.27272727272727"
"2750","-2250","-2250,2750","20","6.181818181818181","33.81818181818181","0","0","4.636363636363636","38.45454545454545"
"4750","-500","-500,4750","20","3.3636363636363638","19.90909090909091","0","0","1.7272727272727275","21.636363636363633"
"5750","-3750","-3750,5750","20","24.454545454545457","10.272727272727272","0","0","29","39.27272727272727"
"4500","-2500","-2500,4500","20","4.7272727272727275","40.54545454545454","0","0","1.4545454545454546","41.99999999999999"
"5750","-2500","-2500,5750","20","26.636363636363637","19.818181818181817","0","0","25.272727272727273","45.09090909090909"
"4750","-3750","-3750,4750","20","3.181818181818182","32.36363636363637","0","0","0.45454545454545453","32.81818181818182"
"3000","-2500","-2500,3000","20","4.363636363636364","11.90909090909091","0","0","3.6363636363636367","15.545454545454545"
"5750","-3500","-3500,5750","20","18.181818181818183","24.818181818181817","0","0","18.636363636363637","43.45454545454546"
"2750","-2500","-2500,2750","20","1.7777777777777777","5.555555555555556","0","0","1.1111111111111112","6.666666666666667"
"5500","-3250","-3250,5500","20","2.2","16.9","0","0","0.7","17.6"
"3750","-1000","-1000,3750","23","29.454545454545453","9.545454545454545","0","0","32.27272727272727","41.81818181818182"
"2750","-1750","-1750,2750","23","11.81818181818182","12","0","0","12.000000000000002","24"
"5250","-4500","-4500,5250","23","5","52.36363636363637","0","0","0","52.36363636363637"
"2500","-2250","-2250,2500","23","9.272727272727272","95","0","0","1.5454545454545454","96.54545454545455"
"4750","-1500","-1500,4750","23","4.090909090909091","37.81818181818182","0","0","0.8181818181818182","38.63636363636363"
"3500","-2000","-2000,3500","23","12.636363636363638","7.909090909090908","0","0.9999999999999999","11.818181818181817","20.727272727272727"
"3000","-2250","-2250,3000","23","6.363636363636363","30.818181818181817","0","0","4.090909090909091","34.90909090909091"
"4750","-750","-750,4750","23","5.2727272727272725","6.090909090909092","0","0","4.7272727272727275","10.818181818181818"
"6500","-2500","-2500,6500","23","7.454545454545454","82.81818181818183","0","0","0.2727272727272727","83.09090909090911"
"5000","-750","-750,5000","23","21.81818181818182","4.363636363636363","0","0","22.727272727272727","27.09090909090909"
"5000","-500","-500,5000","23","2.9090909090909087","17.90909090909091","0","0","0.9999999999999999","18.90909090909091"
"4750","-500","-500,4750","23","4.2727272727272725","33.727272727272734","0","0","1","34.72727272727274"
"7500","-4250","-4250,7500","23","9.636363636363635","86.9090909090909","0","0","2","88.90909090909092"
"2750","-2250","-2250,2750","23","6.636363636363637","47.63636363636364","0","0","3.3636363636363638","50.99999999999999"
"6000","-4000","-4000,6000","23","21.363636363636367","0","117.9090909090909","0","15.636363636363635","133.54545454545456"
"4500","-2250","-2250,4500","23","1.4545454545454546","7.090909090909091","0","0","0.3636363636363636","7.454545454545454"
"5750","-3750","-3750,5750","23","18.72727272727273","13.181818181818183","0","0","19.727272727272727","32.90909090909091"
"6000","-3000","-3000,6000","23","26.272727272727273","53.63636363636363","0","0","21.72727272727273","75.36363636363636"
"4500","-2500","-2500,4500","23","4.818181818181818","42","0","0","0.9090909090909091","42.90909090909091"
"5750","-2500","-2500,5750","23","25.09090909090909","17.545454545454547","0","0","24.272727272727273","41.81818181818183"
"6000","-750","-750,6000","02","5.75","69","0","0","0","69"
"5750","-2250","-2250,5750","02","1.7500000000000002","16","0","0","0.4166666666666667","16.416666666666664"
"6000","-2250","-2250,6000","02","1.4166666666666665","17.000000000000004","0","0","0","17.000000000000004"
"4750","-4250","-4250,4750","02","1","12","0","0","0","12"
"6250","-3000","-3000,6250","02","4.083333333333333","48","0","0","0.08333333333333334","48.083333333333336"
"3750","-750","-750,3750","02","1","12","0","0","0","12"
"2500","1000","1000,2500","02","2","24","0","0","0","24"
"750","-2000","-2000,750","02","1","12","0","0","0","12"
"7500","-3500","-3500,7500","02","1","12","0","0","0","12"
"5500","-1500","-1500,5500","07","4.666666666666667","22.416666666666664","0","0","4.333333333333333","26.750000000000004"
"5500","-4000","-4000,5500","20","10.363636363636363","18.09090909090909","0","7.7272727272727275","10.181818181818182","36"
"3750","500","500,3750","07","29.166666666666668","12.833333333333334","0","0","25.166666666666664","56.75"
"7500","-3750","-3750,7500","02","4.166666666666666","46.00000000000001","0","0","0.3333333333333333","46.33333333333333"
"4750","0","0,4750","07","20.916666666666664","5.583333333333334","0","0","20.916666666666664","26.5"
"4750","-3750","-3750,4750","23","4.2727272727272725","44.909090909090914","0","0","0","44.909090909090914"
"3500","1500","1500,3500","07","4.833333333333333","31.250000000000004","0","0","4.5","35.75"
"1000","250","250,1000","02","1","12","0","0","0","12"
"3500","-1000","-1000,3500","20","2.4545454545454546","11.727272727272727","0","0","1.4545454545454546","13.181818181818182"
"4000","250","250,4000","02","1","12","0","0","0","12"
"500","500","500,500","02","1","12","0","0","0","12"
"2000","-1500","-1500,2000","07","7.25","42.583333333333336","0","0","6.500000000000001","49.08333333333333"
"5750","-2250","-2250,5750","20","24.454545454545457","9","0","0","24.27272727272727","33.27272727272727"
"4000","1500","1500,4000","07","22.16666666666667","41.83333333333333","0","25.75","19.166666666666668","103.16666666666667"
"5750","-1750","-1750,5750","23","26.454545454545453","78.18181818181817","0","0","19.454545454545457","97.63636363636364"
"3250","750","750,3250","02","1.0833333333333337","12","0","0","0.08333333333333333","12.083333333333332"
"2750","-2500","-2500,2750","23","1.5454545454545456","12","0","0","0.5454545454545454","12.545454545454545"
"7250","-3500","-3500,7250","20","12.272727272727273","62.36363636363637","0","0","8.090909090909092","70.45454545454545"
"1500","-1000","-1000,1500","07","9.083333333333332","8.5","0","0","7.583333333333334","28.333333333333332"
"5000","-4000","-4000,5000","20","8","1.5454545454545454","0","0","9.363636363636363","10.90909090909091"
"5500","-3250","-3250,5500","23","2.3636363636363638","19.909090909090907","0","0","0.7272727272727273","20.636363636363637"
"7000","-4250","-4250,7000","02","4.583333333333335","46.75","0","0","0.5833333333333334","47.333333333333336"
"5500","-4000","-4000,5500","02","3.9166666666666665","46.00000000000001","0","0","0.08333333333333333","46.083333333333336"
"7250","-3250","-3250,7250","20","5.909090909090908","34.54545454545455","0","5.363636363636363","3.4545454545454546","43.36363636363637"
"750","250","250,750","02","2","23.416666666666668","0","0","0","23.416666666666668"
"4000","-1500","-1500,4000","23","21.90909090909091","0","103.18181818181817","1","18.272727272727273","122.45454545454545"
"2250","500","500,2250","07","4.666666666666667","1.3333333333333333","0","0","4.583333333333334","5.916666666666667"
"6750","-3750","-3750,6750","02","3","35.916666666666664","0","0","0","35.916666666666664"
"1500","-1250","-1250,1500","07","19.333333333333332","0","0","0","18.416666666666668","21.416666666666668"
"4500","-2000","-2000,4500","20","9.818181818181818","44.09090909090909","0","0","7.545454545454545","51.63636363636363"
"4250","-1750","-1750,4250","23","6.363636363636364","0","0","0.9090909090909091","7.090909090909091","7.999999999999999"
"7500","-4000","-4000,7500","20","3.6363636363636362","34","0","0","0.9090909090909091","34.90909090909091"
"3250","-2000","-2000,3250","23","23.09090909090909","3.909090909090909","0","3.6363636363636362","25.181818181818183","32.72727272727273"
"3000","500","500,3000","02","1","12","0","0","0","12"
"5750","-4250","-4250,5750","23","5","52.909090909090914","0","0","0.45454545454545453","53.36363636363636"
"1250","-750","-750,1250","02","2","24","0","0","0","24"
"5000","-2250","-2250,5000","20","5.363636363636364","41.27272727272728","0","0","2.4545454545454546","43.72727272727273"
"7000","-4000","-4000,7000","02","1.4166666666666665","17.000000000000004","0","0","0","17.000000000000004"
"6750","-4000","-4000,6750","20","4.2727272727272725","8.454545454545455","0","12.818181818181818","3.4545454545454546","24.727272727272727"
"3500","-1000","-1000,3500","23","3.6363636363636362","29.09090909090909","0","0","0.45454545454545453","29.545454545454543"
"4250","-500","-500,4250","20","34.81818181818182","4.363636363636363","0","0","35.090909090909086","39.45454545454545"
"7250","-3500","-3500,7250","23","13","91.36363636363636","0","0","5.454545454545454","96.81818181818181"
"5000","-4250","-4250,5000","23","13.181818181818182","105.9090909090909","0","0","3.909090909090909","109.81818181818181"
"4000","2250","2250,4000","07","9.916666666666668","23.666666666666668","0","0","9.166666666666668","32.83333333333333"
"7000","-4500","-4500,7000","07","7.333333333333333","61.333333333333336","0","0","4.25","65.58333333333333"
"4750","-2000","-2000,4750","20","4","20.363636363636363","0","0","2.090909090909091","22.454545454545453"
"5000","-4500","-4500,5000","20","10.454545454545455","80.99999999999999","0","0","4.272727272727273","85.27272727272728"
"5000","-4000","-4000,5000","02","1.2500000000000002","12","0","0","0.25000000000000006","12.249999999999998"
"6500","-3250","-3250,6500","02","5.583333333333334","57","0","0","0.8333333333333333","57.83333333333333"
"3750","-250","-250,3750","02","2","24","0","0","0","24"
"6750","-3250","-3250,6750","02","2.416666666666667","29.000000000000004","0","0","0","29.000000000000004"
"3500","-500","-500,3500","02","1","12","0","0","0","12"
"5250","-4000","-4000,5250","02","2","24","0","0","0","24"
"6500","-3750","-3750,6500","02","1.333333333333333","12","0","0","0.3333333333333333","12.333333333333334"
"4000","2000","2000,4000","02","1","12","0","0","0","12"
"4750","500","500,4750","02","1","12","0","0","0","12"
"250","750","750,250","02","2","24","0","0","0","24"
"2750","-1750","-1750,2750","02","1.1666666666666667","12","0","0","0.16666666666666666","12.166666666666666"
"2500","-1750","-1750,2500","02","1","12","0","0","0","12"
"6750","-4250","-4250,6750","02","2.2499999999999996","25.999999999999996","0","0","0.08333333333333333","26.083333333333332"
"6500","-3500","-3500,6500","02","3.166666666666667","37.833333333333336","0","0","0","37.833333333333336"
"7250","-3250","-3250,7250","23","5.7272727272727275","52.27272727272727","0","2","1.2727272727272725","55.54545454545455"
"4500","-2000","-2000,4500","23","12.181818181818183","48.36363636363637","0","0","10.818181818181818","59.18181818181819"
"7500","-4000","-4000,7500","23","3.454545454545455","33.09090909090909","0","0","0.8181818181818181","33.90909090909091"
"5000","-2250","-2250,5000","23","6.09090909090909","51.909090909090914","0","0","1.7272727272727273","53.63636363636364"
"6750","-3750","-3750,6750","23","9.636363636363637","16.363636363636363","0","0","8.272727272727272","24.636363636363637"
"4750","-2000","-2000,4750","23","4.7272727272727275","22.454545454545453","0","0","2.9090909090909087","25.363636363636363"
"5000","-4500","-4500,5000","23","11.727272727272728","111","0","0","2.454545454545454","113.45454545454545"
"5250","-3250","-3250,5250","23","2.4545454545454546","24.454545454545453","0","0","0.45454545454545464","24.909090909090914"
"6250","-500","-500,6250","07","9.250000000000002","39.5","0","10.75","8.666666666666666","58.916666666666664"
"3500","500","500,3500","07","31.000000000000004","37.24999999999999","0","0","29.166666666666675","66.66666666666666"
"5500","-1750","-1750,5500","07","3.6666666666666665","34.41666666666667","0","0","2.0833333333333335","36.5"
"5250","1750","1750,5250","07","3.7500000000000004","20.66666666666667","0","0","2.916666666666667","23.583333333333332"
"3000","-1000","-1000,3000","07","2.9999999999999996","18.75","0","0","2.416666666666667","21.166666666666668"
"3500","1750","1750,3500","07","3.833333333333333","31.75","0","0","2.6666666666666665","34.41666666666667"
"4500","-750","-750,4500","23","17.09090909090909","3.5454545454545454","0","6.727272727272727","19.636363636363637","29.90909090909091"
"4500","1750","1750,4500","07","9.333333333333334","21.666666666666664","0","0","8.333333333333334","30"
"2750","-2000","-2000,2750","20","26","27.545454545454543","0","0","29.72727272727273","57.27272727272727"
"500","1000","1000,500","02","1","12","0","0","0","12"
"2500","-2250","-2250,2500","20","9","80.36363636363637","0","0","2.5454545454545454","82.9090909090909"
"4500","-2250","-2250,4500","20","1.5","3.9999999999999996","0","0","1","5"
"4000","-1250","-1250,4000","23","3","30.636363636363637","0","0","0.09090909090909091","30.72727272727273"
"5500","-4000","-4000,5500","07","23.08333333333333","32.666666666666664","0","24.666666666666664","19.916666666666664","102"
"3750","-1250","-1250,3750","23","27.18181818181818","16.09090909090909","0","0","29.545454545454543","45.63636363636363"
"3750","-2000","-2000,3750","23","27.363636363636363","18.18181818181818","0","0","29.18181818181818","47.36363636363637"
"4500","-750","-750,4500","20","26.454545454545453","4.363636363636363","0","19.90909090909091","30.909090909090907","55.18181818181818"
"6250","-3500","-3500,6250","23","4.818181818181818","0","0","0","5.2727272727272725","5.2727272727272725"
"2000","750","750,2000","02","1.0833333333333335","11.916666666666668","0","0","0.08333333333333333","12"
"2000","-1750","-1750,2000","07","4.333333333333334","34.666666666666664","0","0","2.333333333333334","37"
"2500","-2000","-2000,2500","02","1","12","0","0","0","12"
"6750","-2750","-2750,6750","03","9","108","0","0","0","108"
"4000","-1250","-1250,4000","20","2.6363636363636362","26.636363636363637","0","0","0.45454545454545453","27.09090909090909"
"5500","-1500","-1500,5500","03","5.416666666666666","65","0","0","0","65"
"4000","-750","-750,4000","23","8.909090909090908","0","0","0","9.454545454545453","9.454545454545453"
"5750","-1500","-1500,5750","07","49.083333333333336","21.333333333333336","0","0","51.49999999999999","72.83333333333334"
"6500","-750","-750,6500","23","1","10.90909090909091","0","0","0","10.90909090909091"
"4500","-1000","-1000,4500","23","14.636363636363637","1.9090909090909092","0","0","15.818181818181818","17.727272727272727"
"3250","-2000","-2000,3250","20","27.81818181818182","4.363636363636363","0","4","31.454545454545453","39.81818181818182"
"4750","-1750","-1750,4750","23","1.75","0","0","0","1.875","1.875"
"2000","-1250","-1250,2000","03","4","48","0","0","0","48"
"4000","2000","2000,4000","07","7.083333333333334","12","0","0","6.166666666666666","18.166666666666664"
"7000","-2500","-2500,7000","23","1","10.909090909090908","0","0","0","10.909090909090908"
"3000","750","750,3000","07","31.5","8.833333333333332","0","0","30.916666666666664","39.75"
"4500","-1250","-1250,4500","23","8.545454545454547","22.090909090909093","0","0","6.909090909090909","29.000000000000004"
"3500","1500","1500,3500","03","5","60","0","0","0","60"
"7750","-3250","-3250,7750","23","7.818181818181818","84","0","0","0.8181818181818182","84.81818181818181"
"6250","-750","-750,6250","20","5.090909090909092","41.45454545454546","0","0","1","42.45454545454546"
"4000","-1750","-1750,4000","07","29.25","30.333333333333336","4.666666666666667","0.75","24.749999999999996","72.74999999999999"
"7000","-3750","-3750,7000","20","11.181818181818182","28","0","0","10.272727272727272","38.27272727272727"
"5000","-250","-250,5000","23","43.36363636363637","0","192.72727272727275","0","39.09090909090909","231.8181818181818"
"2000","-1500","-1500,2000","03","8","96","0","0","0","96"
"6500","-3750","-3750,6500","23","13.181818181818182","2.5454545454545454","28.81818181818182","0","9.181818181818182","40.54545454545455"
"6250","-750","-750,6250","07","6.166666666666667","39.08333333333333","0","0","4.833333333333333","43.916666666666664"
"3500","0","0,3500","23","6.090909090909091","54.27272727272727","0","0","1.2727272727272725","55.54545454545455"
"3250","1750","1750,3250","03","5","60","0","0","0","60"
"1500","-1000","-1000,1500","03","2","24","0","0","0","24"
"6000","-1250","-1250,6000","23","3.6363636363636362","15.09090909090909","0","0","2.181818181818182","17.272727272727273"
"7000","-2750","-2750,7000","23","1","9.8","0","0","0.2","10"
"4250","2000","2000,4250","07","4.083333333333333","22","0","0","0.16666666666666666","39.833333333333336"
"1750","0","0,1750","07","18.333333333333332","0","0","0","19.083333333333332","19.083333333333332"
"4250","-1250","-1250,4250","20","10.909090909090908","0","0","0","11.363636363636363","11.363636363636363"
"6500","-750","-750,6500","20","1","9.875","0","0","0.25","10.125"
"4750","-1750","-1750,4750","20","1.3333333333333333","0","0","0","1.5555555555555556","1.5555555555555556"
"4250","-1750","-1750,4250","20","5.545454545454546","0","0","0.4545454545454546","5.636363636363637","6.09090909090909"
"5000","-1000","-1000,5000","20","1.25","0","0","0","1.25","1.25"
"7000","-2500","-2500,7000","20","1","9.555555555555554","0","0","0","9.555555555555554"
"4500","-1250","-1250,4500","20","8.454545454545453","16.27272727272727","0","0","7.272727272727273","23.545454545454543"
"3500","-1250","-1250,3500","20","6.2727272727272725","40.54545454545455","0","0","3.090909090909091","43.63636363636364"
"4750","-1000","-1000,4750","20","18.72727272727273","0","0","0","18.818181818181824","18.818181818181824"
"3500","0","0,3500","20","4.545454545454546","37.54545454545454","0","0","1.3636363636363635","38.90909090909091"
"7000","-2750","-2750,7000","20","1","5.888888888888889","0","0","0.5555555555555556","6.444444444444444"
"7250","-4250","-4250,7250","20","16.545454545454547","53.727272727272734","0","4","15.636363636363637","73.36363636363636"
"5000","-4250","-4250,5000","20","14.454545454545455","77.9090909090909","0","0","9.181818181818183","87.09090909090908"
"6500","-3000","-3000,6500","20","6.181818181818182","3","0","0","6.7272727272727275","9.727272727272727"
"5500","-750","-750,5500","20","50.454545454545446","15.363636363636367","0","0","54.54545454545455","69.9090909090909"
"5750","-1000","-1000,5750","20","41.45454545454545","0","0","0","43.72727272727272","43.72727272727272"
"7250","-4250","-4250,7250","23","14.454545454545455","58.545454545454554","0","0.1818181818181818","10.454545454545453","69.18181818181817"
"5500","-750","-750,5500","23","35.36363636363636","24.72727272727273","0","0","38.18181818181818","62.909090909090914"
"4500","-4500","-4500,4500","23","1","12","0","0","0","12"
"6750","-3500","-3500,6750","23","5.7272727272727275","4.363636363636363","0","0","5.454545454545455","9.818181818181818"
"6500","-4000","-4000,6500","23","14.818181818181817","51.81818181818182","0","0","11.09090909090909","62.909090909090914"
"6250","-1500","-1500,6250","23","1","10.818181818181818","0","0","0","10.818181818181818"
"4000","500","500,4000","23","12","0","0","0","12.181818181818182","12.181818181818182"
"5250","-4250","-4250,5250","23","5.363636363636363","48.90909090909091","0","0","0.36363636363636365","49.272727272727266"
"5750","-500","-500,5750","23","8.181818181818182","66.81818181818181","0","0","2.454545454545455","69.27272727272728"
"5500","-4250","-4250,5500","23","3.9999999999999996","27","0","0","1.1818181818181819","28.18181818181818"
"2250","500","500,2250","03","3","36","0","0","0","36"
"2000","-2000","-2000,2000","03","4.25","51","0","0","0","51"
"5250","1750","1750,5250","03","7","84","0","0","0","84"
"7000","-4500","-4500,7000","03","10.416666666666668","125","0","0","0","125"
"6250","-500","-500,6250","03","7","84","0","0","0","84"
"3500","500","500,3500","03","5","60","0","0","0","60"
"4000","1500","1500,4000","03","7","84","0","0","0","84"
"5500","-1750","-1750,5500","03","4.416666666666666","53","0","0","0","53"
